title,price,discountedPrice,coupon,brand,size,extraDetail,productID,modelNo,frameWidth,frameDimensions,frameColour,link
Gunmetal Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16174,LA E16174,132 mm,51-17-150,Gunmetal,/lenskart-air-la-e16174-c1-eyeglasses.html
Gunmetal Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,t5379,JJ T5379,137 mm,52-17-140,,/john-jacobs-jj-t5379-c2-full-rim-eyeglasses.html
Grey Transparent Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16752,VC S16752,137 mm,48-18-146,Grey Transparent,/vincent-chase-vc-s16752-c3-sunglasses.html
Greystone Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Extra Narrow,Frame + Lens,c15,HP E15011,125 mm,46-18-130,,/lenskart-hp-e15011-c15-eye.html
Gold Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16190,VC E16190,136 mm,55-17-145,Gold,/vincent-chase-vc-e16190-c2-eyeglasses.html
Gold Full Rim Round,3000,2000,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16205,LA E16205,132 mm,51-17-140,Gold,/lenskart-air-la-e16205-c1-eyeglasses.html
Gold Black Full Rim Clubmaster,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e15285,JJ E15285,140 mm,49-23-140,,/john-jacobs-jj-e15285-c1-eyeglasses.html
Grey Transparent Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16274,LK E16274,120 mm,45-15-135,,/lenskart-lk-e-16274-c1-eyeglasses.html
Black Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c1,HP S16590M,126 mm,48-16-132,,/hooper-hp-s16590m-c1-sunglasses.html
Brown Tortoise Full Rim Round,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16617,JJ E16617,141 mm,48-22-140,,/john-jacobs-jj-e16617-c1-eyeglasses.html
Grey Rimless Oval,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e13671,JJ E13671,132 mm,51-17-140,Grey,/john-jacobs-jj-e13671-rimless-c2-eyeglasses.html
Brown Full Rim Square,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15567,JJ S15567,143 mm,50-21-145,Brown,/john-jacobs-jj-s15567-c3-sunglasses.html
Transparent Full Rim Round,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e16147,JJ E16147,141 mm,53-20-145,Transparent,/john-jacobs-jj-e16147-c1-eyeglasses.html
Blue Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15770,VC S15770,141 mm,54-19-145,,/vincent-chase-vc-s15770-c1-sunglasses.html
Green Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e13451,VC E13451,133 mm,51-18-140,,/vincent-chase-vc-e13451-ccc6-eyeglasses.html
Navy Full Rim Round,1700,1200,SINGLE,Vincent Chase,Extra Narrow,Frame + Lens,e13394,VC E13394,128 mm,48-20-140,Navy,/vincent-chase-vc-e13394-c8-eyeglasses.html
Gunmetal Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase,Medium,,s14507,VC S14507-M,138 mm,58-12-145,,/vincent-chase-vc-s14507--w-c1-sunglasses.html
Blue Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16174,LA E16174,132 mm,51-17-150,Blue,/lenskart-air-la-e16174-c2-eyeglasses.html
Silver Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e15824,JJ E15824,132 mm,53-17-140,Silver,/john-jacobs-jj-e15824-c2-eyeglasses.html
Gold Full Rim Square,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e16001,VC E16001,142 mm,58-15-147,,/vincent-chase-vc-e16001-c1-eyeglasses.html
Grey Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e14039,VC E14039,139 mm,53-17-145,Grey,/vincent-chase-vc-e14039-c4-eyeglasses.html
Black Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16160,LA E16160,136 mm,54-17-145,Black,/lenskart-air-la-e16160-c3-eyeglasses.html
Tortoise Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e16683,JJ E16683,141 mm,52-18-145,Tortoise,/john-jacobs-jj-e16683-c1-eyeglasses.html
Grey Transparent Full Rim Square,5000,4000,₹5000,John Jacobs,Extra Wide,Frame + Lens,e16620,JJ E16620,143 mm,56-16-150,,/john-jacobs-jj-e16620-c2-eyeglasses.html
Yellow Transparent Full Rim Round,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e,VC E16670,132 mm,49-19-140,,/vincent-chase-vc-e-16670-c1-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e15175,VC E15175,132 mm,51-18-145,,/vincent-chase-vc-e15175-c2-eyeglasses.html
Gold Black Full Rim Cat Eye,6000,5000,SINGLE,John Jacobs,Wide,,black,JJ S13087,140 mm,55-17-140,Gold Black,/golden-black-golden-black-grey-full-rim-cat-eye-john-jacobs-jj-tints-jj-s13087-c2-polarized-sunglasses.html
Green Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16754,VC S16754,141 mm,51-17-145,Green,/vincent-chase-vc-s16754-c1-sunglasses.html
Brown Tortoise Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,rim,JJ E10007,130 mm,48-18-140,Brown Tortoise,/brown-tortoise-full-rim-rectangle-small-size-48-john-jacobs-bond-street-jj-e10007-c3-eyeglasses.html
Silver Rimless Rectangle/ Square,1500,1000,SINGLE,Vincent Chase,Medium,,s16535,VC S16535,138 mm,54-17-145,,/vincent-chase-vc-s16535-c1-sunglasses.html
Black Full Rim Geometric,1700,1200,SINGLE,Vincent Chase,Extra Wide,Frame + Lens,e15986,VC E15986,142 mm,52-20-144,Black,/vincent-chase-vc-e15986-c2-eyeglasses.html
Blue Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16649,VC E16649,136 mm,55-17-140,Blue,/vincent-chase-vc-e16649-c2-eyeglasses.html
Black Maroon Full Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e13757,VC E13757,134 mm,54-17-140,Black Maroon,/vincent-chase-vc-e13757-c7-eyeglasses.html
Blue Full Rim Wayfarer,2000,1200,SINGLE,Hooper,8-12 yrs,Frame + Lens,16255,LK E16255,129 mm,48-17-135,,/lenskart-lk-e-16255-c1-eyeglasses.html
Green Full Rim Round,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16623,JJ E16623,139 mm,47-23-145,,/john-jacobs-jj-e16623-c2-eyeglasses.html
Gold Full Rim Clubmaster,6000,5000,SINGLE,John Jacobs,Extra Wide,,s13090,JJ S13090,143 mm,54-20-149,Gold,/john-jacobs-jj-s13090-c1-sunglasses.html
Green Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16156,LA E16156,132 mm,52-15-140,Green,/lenskart-air-la-e16156-c1-eyeglasses.html
Black Full Rim Cat Eye,3500,2500,SINGLE,John Jacobs,Medium,,s13085,JJ S13085,136 mm,53-15-140,Black,/john-jacobs-jj-s13085-c2-sunglasses.html
Gold Full Rim Cat Eye,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e13470,JJ E13470,131 mm,51-14-140,Gold,/john-jacobs-jj-e13470-c1-eyeglasses.html
Gold Full Rim Aviator,1700,600,TRYUS,Vincent Chase Online,Medium,Frame + Lens,e14893,VC E14893,136 mm,56-14-145,Gold,/vincent-chase-vc-e14893-c1-eyeglasses.html
Grey Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15831,VC E15831,136 mm,52-17-145,Grey,/vincent-chase-vc-e15831-c2-eyeglasses.html
Gold Green Full Rim Square,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e16112,JJ E16112,130 mm,45-21-140,Gold Green,/john-jacobs-jj-e16112-c1-eyeglasses.html
Grey Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s15527,VC S15527,136 mm,55-14-145,Grey,/vincent-chase-vc-s15527-c4-sunglasses.html
Black Half Rim Rectangle,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e16652,VC E16652,135 mm,53-18-145,Black,/vincent-chase-vc-e16652-c1-eyeglasses.html
Brown Tortoise Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e13024,JJ E13024,130 mm,49-17-140,Brown Tortoise,/john-jacobs-jj-e13024-c3-eyeglasses.html
Gold Black Full Rim Aviator,6000,5000,SINGLE,John Jacobs,Extra Wide,,s15328,JJ S15328,143 mm,56-15-145,,/john-jacobs-jj-s15328-c2-sunglasses.html
Silver Rimless Oval,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16576,JJ E16576,136 mm,54-17-140,,/john-jacobs-jj-e16576-cc1-eyeglasses.html
Black Rimless Round,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e15833,VC E15833,136 mm,53-17-145,Black,/vincent-chase-vc-e15833-c2-eyeglasses.html
Purple Full Rim Oval,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16347,LA E16347,134 mm,52-17-145,Purple,/lenskart-air-la-e16347-c2-eyeglasses.html
Silver Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16467,VC S16467,137 mm,55-16-142,Silver,/vincent-chase-vc-s16467-c4-sunglasses.html
Black Grey Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,t18520,JJ T18520,143 mm,54-17-140,,/john-jacobs-jj-t18520-c6-eyeglasses.html
Black Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e14413,JJ E14413,139 mm,54-17-140,Black,/john-jacobs-jj-e14413-c2-eyeglasses.html
Brown Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s15754,VC S15754,143 mm,54-19-145,Brown,/vincent-chase-vc-s15754-c2-sunglasses.html
Black Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16494,LA E16494,137 mm,54-17-145,Black,/lenskart-air-la-e16494-c1-eyeglasses.html
Dark Gunmetal Full Rim Aviator,1700,1200,SINGLE,Vincent Chase,Wide,Frame + Lens,e16695,VC E16695,138 mm,55-13-140,Dark Gunmetal,/vincent-chase-vc-e16695-c1-eyeglasses.html
Silver Half Rim Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13584,JJ E13584,137 mm,55-16-145,Silver,/john-jacobs-jj-e13584-c2-half-rim-eyeglasses.html
Transparent Full Rim Wayfarer,1000,800,SINGLE,Hooper,8-12 yrs,Frame + Lens,c8,HP E10031L,126 mm,48-15-130,,/hooper-hp-e10031l-c8-eyeglasses.html
Gold Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e15828,JJ E15828,140 mm,55-18-145,Gold,/john-jacobs-jj-e15828-c2-eyeglasses.html
Green Full Rim Square,1700,1200,SINGLE,Vincent Chase,Medium,Frame + Lens,e14208,VC E14208,136 mm,53-18-145,Green,/vincent-chase-vc-e14208-c5-eyeglasses.html
Black Full Rim Aviator,1500,1000,₹1500,Vincent Chase Polarized,Extra Wide,,5158,VC 5158/P,146 mm,62-14-140,,/vincent-chase-vc-5158-p-x-w-c149-sunglasses.html
Green Transparent Full Rim Aviator,1700,600,TRYUS,Lenskart Air Online,Medium,Frame + Lens,e11483,LA E11483,134 mm,53-14-145,,/lenskart-air-la-e11483-c3-eyeglasses.html
Sky Blue Transparent Full Rim Round,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e15418,LA E15418,137 mm,48-21-145,,/lenskart-air-la-e15418-c2-eyeglasses.html
Transparent Full Rim Wayfarer,1000,600,SINGLE,Hooper,8-12 yrs,,c2,HP S16088,127 mm,46-18-135,,/hooper-hp-s16088-c2-sunglasses.html
Tortoise Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Wide,,s11089,JJ S11089,140 mm,57-16-145,Tortoise,/john-jacobs-jj-s11089-c5-sunglasses.html
Silver Black Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Wide,Frame + Lens,e15828,JJ E15828,140 mm,55-18-145,Silver Black,/john-jacobs-jj-e15828-c3-eyeglasses.html
Gunmetal Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16177,LA E16177,137 mm,55-16-150,Gunmetal,/lenskart-air-la-e16177-c1-eyeglasses.html
Purple Full Rim Square,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16688,JJ E16688,144 mm,51-21-140,Purple,/john-jacobs-jj-e16688-c2-eyeglasses.html
Grey Transparent Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Wide,,s16748,VC S16748,143 mm,51-22-149,Grey Transparent,/vincent-chase-vc-s16748-c1-sunglasses.html
Brown Full Rim Square,1700,1200,SINGLE,Lenskart STUDIO,Medium,Frame + Lens,e15666,LS E15666,137 mm,53-17-145,,/vincent-chase-vc-e15666-c8-eyeglasses.html
Brown Tortoise Full Rim Wayfarer,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e13022,JJ E13022,137 mm,51-19-140,Brown Tortoise,/john-jacobs-jj-e13022-c1-eyeglasses.html
Black Gold Full Rim Aviator,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e14123,JJ E14123,136 mm,54-15-145,Black Gold,/john-jacobs-jj-e14123-c1-c1-eyeglasses.html
Alaya : Blue Block Screen Glasses: Gold Red Full Rim Aviator Lenskart Blu LB E14521-C3,2000,900,TRYUS,Lenskart Blu,Narrow,,e14521,LB E14521,133 mm,54-14-138,Gold Red,/lenskart-blu-lb-e14521-c3-eyeglasses.html
Blue Rimless Rectangle,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e16202,VC E16202,133 mm,52-18-140,Blue,/vincent-chase-vc-e16202-c2-eyeglasses.html
Blue Block Screen Glasses: Black Full Rim Cat Eye Lenskart Blu LB E14791-C1 Eyeglasses,1500,700,TRYUS,Lenskart Blu,Medium,,e14791,LB E14791,135 mm,51-17-140,,/lenskart-blu-lb-e14791-c1-eyeglasses.html
Tortoise Full Rim Square,1700,600,TRYUS,Vincent Chase Online,Wide,Frame + Lens,e13499,VC E13499,138 mm,51-22-144,Tortoise,/vincent-chase-vc-e13499-c4-eyeglasses.html
Brown Full Rim Rectangle,1700,600,TRYUS,Vincent Chase Online,Wide,Frame + Lens,e12395,VC E12395,141 mm,50-16-140,Brown,/vincent-chase-vc-e12395-xl-c3-eyeglasses.html
Midnight Blue Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Extra Narrow,Frame + Lens,e15011l,HP E15011,125 mm,46-17-130,,/lenskart-hustlr-hp-e15011l-c2-eyeglasses.html
Gunmetal Full Rim Round,1700,600,TRYUS,Vincent Chase Online,Narrow,Frame + Lens,e15582,VC E15582,132 mm,50-20-145,Gunmetal,/vincent-chase-vc-e15582-c2-eyeglasses.html
Turquoise Full Rim Wayfarer,1700,1200,SINGLE,Lenskart Hustlr,Medium,Frame + Lens,e15417,LA E15417-W,139 mm,50-20-150,,/lenskart-hustlr-la-e15417-w-c33-eyeglass.html
Gunmetal Rimless Aviator,5000,4000,SINGLE,John Jacobs,Narrow,Frame + Lens,e14687,JJ E14687,132 mm,53-16-142,Gunmetal,/john-jacobs-jj-e14687-c2-eyeglasses.html
Black Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e13914,JJ E13914,136 mm,52-19-145,Black,/john-jacobs-jj-e13914-c5-eyeglasses.html
Black Full Rim Wayfarer,2000,1500,SINGLE,Hooper,8-12 yrs,,16247,LK S16247,128 mm,49-14-124,,/lenskart-lk-s-16247-c1-sunglasses.html
Pink Full Rim Cat Eye,5000,4000,₹5000,John Jacobs,Medium,Frame + Lens,e16624,JJ E16624,134 mm,50-19-140,Pink,/john-jacobs-jj-e16624-c1-eyeglasses.html
Black Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e16286,JJ E16286,133 mm,54-18-140,Black,/john-jacobs-jj-e16286-c2-eyeglasses.html
Gold Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16467,VC S16467,137 mm,55-16-142,Gold,/vincent-chase-vc-s16467-c1-sunglasses.html
Black Transparent Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e14278,JJ E14278,139 mm,53-13-145,Black Transparent,/john-jacobs-jj-e14278-c2-d-eyeglasses.html
Black Blue Transparent Full Rim Round,1700,600,TRYUS,Vincent Chase Online,Medium,Frame + Lens,e15217,VC E15217,137 mm,50-20-145,Black Blue Transparent,/vincent-chase-vc-e15217-c1-eyeglasses.html
Tortoise Full Rim Aviator,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16618,JJ E16618,142 mm,54-18-145,Tortoise,/john-jacobs-jj-e16618-c1-eyeglasses.html
Silver Full Rim Aviator,3500,2500,SINGLE,John Jacobs,Wide,,rim,JJ S12503,138 mm,54-17-143,Silver,/john-jacobs-full-rim-aviator-jj-s12503-c2-sunglasses.html
Blue Block Phone Computer Glasses: Ocean Blue Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C47,1700,,TRYUS,Lenskart Hustlr,Medium,,w,LB E14058-W,139 mm,50-20-150,,/lenskart-lb-e14058-w-c47-eyeglasses.html
Black Rimless Rectangle,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16172,LA E16172,133 mm,52-17-150,Black,/lenskart-air-la-e16172-c2-eyeglasses.html
Matte Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,e13747,JJ E13747,138 mm,52-18-140,Matte Black,/john-jacobs-jj-e13747-c2-eyeglasses.html
Transparent Full Rim Rectangle,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e16436,JJ E16436,137 mm,54-15-140,Transparent,/john-jacobs-jj-e16436-c2-eyeglasses.html
Brown Tortoise Full Rim Rectangle,3500,2500,SINGLE,John Jacobs,Narrow,Frame + Lens,e13004,JJ E13004,133 mm,51-17-140,Brown Tortoise,/john-jacobs-jj-e13004-c2-eyeglasses.html
Gold Brown Full Rim Square,5000,2000,TRYUS,John Jacobs,Extra Wide,,s14450,JJ S14450,142 mm,56-18-140,Gold Brown,/john-jacobs-jj-s14450-c3-sunglasses.html
Green Full Rim Geometric,1000,600,SINGLE,Hooper,8-12 yrs,,c1,HP S16592L,127 mm,48-16-134,,/hooper-hp-s16592l-c1-sunglasses.html
Gunmetal Grey Full Rim Aviator,7000,6000,SINGLE,John Jacobs,Extra Wide,,s14446,JJ S14446,143 mm,55-18-140,Gunmetal Grey,/john-jacobs-jj-s14446-c3-sunglasses.html
Blue Full Rim Rectangle,2000,1200,SINGLE,Hooper,5-8 yrs,Frame + Lens,16265,LK E16265,124 mm,46-17-130,,/lenskart-lk-e-16265-c1-eyeglasses.html
Blue Block Screen Glasses: Matte Grey Full Rim Square Lenskart Blu LB E13526-C3,1500,700,TRYUS,Lenskart Blu,Medium,,e13526,LB E13526,135 mm,51-17-135,Matte Grey,/vincent-chase-vc-e13526-c3-eyeglasses.html
Silver Full Rim Rectangle/ Square,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s16463,VC S16463,134 mm,53-16-147,Silver,/vincent-chase-vc-s16463-c1-sunglasses.html
Black Full Rim Wayfarer,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16887,JJ E16887,139 mm,53-18-145,Black,/john-jacobs-jj-e16887-c1-eyeglasses.html
Blue Block Phone Computer Glasses: Military Green Full Rim Wayfarer Lenskart HUSTLR LB E14058-W C17,1700,,TRYUS,Lenskart Hustlr,Medium,,e14058,LB E14058-W,139 mm,50-20-145,,/lenskart-hustlr-lb-e14058-H-c17-eyeglasses.html
Black Full Rim Square,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16888,JJ E16888,141 mm,53-17-145,Black,/john-jacobs-jj-e16888-c1-eyeglasses.html
Purple Demi Full Rim Cat Eye,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e11803,VC E11803,131 mm,52-15-145,,/vincent-chase-vc-e11803-c10-eyeglasses.html
Transparent Full Rim Wayfarer,6000,5000,SINGLE,John Jacobs,Wide,,s15908,JJ S15908,138 mm,50-19-145,Transparent,/john-jacobs-jj-s15908-c1-sunglasses.html
Grey Transparent Full Rim Square,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16890,JJ E16890,140 mm,53-17-145,Grey Transparent,/john-jacobs-jj-e16890-c3-eyeglasses.html
Gunmetal Full Rim Rectangle/ Square,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,s16560,VC S16560,141 mm,52-19-143,Gunmetal,/vincent-chase-vc-s16560-c1-sunglasses.html
Black Full Rim Geometric,1500,1000,SINGLE,Vincent Chase Polarized,Medium,,s16561,VC S16561,139 mm,51-22-145,Black,/vincent-chase-vc-s16561-c4-sunglasses.html
Black Full Rim Wayfarer,1500,1000,SINGLE,Vincent Chase Polarized,Wide,,vc,VC S11167,142 mm,54-16-145,Black,/vincent-chase-polarized-vc-s11167-c7-sunglasses.html
Black Full Rim Square,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e,LA E10592-S,132 mm,54-17-140,,/lenskart-air-la-e-10592-s-c1-eyeglasses.html
Black Full Rim Round,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16207,LA E16207,136 mm,54-16-140,Black,/lenskart-air-la-e16207-c1-eyeglasses.html
Black Full Rim Round,2000,1500,SINGLE,Vincent Chase Polarized,Narrow,,s16462,VC S16462,134 mm,53-16-145,Black,/vincent-chase-vc-s16462-c1-sunglasses.html
Blue Full Rim Round,1500,600,TRYUS,Vincent Chase Online,Medium,,s15215,VC S15215,139 mm,52-20-130,Blue,/vincent-chase-vc-s15215-c2-sunglasses.html
Silver Rimless Rectangle,3500,2500,SINGLE,John Jacobs,Medium,Frame + Lens,e16287,JJ E16287,134 mm,53-17-140,Silver,/john-jacobs-jj-e16287-c2-eyeglasses.html
Black Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16648,LA E16648,132 mm,51-17-146,Black,/lenskart-air-la-e16648-c1-eyeglasses.html
Gunmetal Black Full Rim Aviator,3500,2500,₹3500,John Jacobs,Medium,Frame + Lens,rim,JJ E11687,136 mm,55-14-145,Gunmetal Black,/gunmetal-black-full-rim-aviator-medium-size-55-john-jacobs-supreme-steel-jj-e11687-c1-eyeglasses.html
Silver Full Rim Aviator,5000,2000,TRYUS,John Jacobs,Wide,,s12503,JJ S12503,138 mm,54-18-143,Silver,/john-jacobs-jj-s12503-c7-sunglasses.html
Gold Black Full Rim Square,1700,1200,SINGLE,Vincent Chase,Narrow,Frame + Lens,e14209,VC E14209,132 mm,51-18-145,Gold Black,/vincent-chase-vc-e14209-c4-eyeglasses.html
Black Half Rim Wayfarer,2000,1500,SINGLE,Lenskart Boost,Wide,,s,LKB S16443,143 mm,70-20-126,,/lenskart-boost-lkb-s-16443-c2-sunglasses.html
Silver Full Rim Square,3000,2000,SINGLE,Lenskart Air,Medium,Frame + Lens,e16495,LA E16495,137 mm,53-17-145,Silver,/lenskart-air-la-e16495-c1-eyeglasses.html
Silver Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase,Medium,,s16531,VC S16531,136 mm,53-18-142,Silver,/vincent-chase-vc-s16531-c1-sunglasses.html
Brown Full Rim Rectangle,5000,4000,₹5000,John Jacobs,Wide,Frame + Lens,e16894,JJ E16894,140 mm,51-19-145,Brown,/john-jacobs-jj-e16894-c2-eyeglasses.html
Green Full Rim Rectangle,6000,5000,₹6000,John Jacobs,Extra Wide,,s16881,JJ S16881,143 mm,53-20-145,Green,/john-jacobs-jj-s16881-c2-sunglasses.html
Silver Rimless Aviator,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e12341,JJ E12341,134 mm,52-17-140,Silver,/john-jacobs-jj-e12341-c1-eyeglasses.html
Green Black Full Rim Rectangle,7000,6200,₹7200,Fossil,Medium,Frame + Lens,r2z,FOS 7155/G,134 mm,53-17-140,Green Black,/fossil-fos-7155/g-r2z-eyeglasses.html
Silver Full Rim Aviator,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16179,VC S16179,138 mm,58-14-148,Silver,/vincent-chase-vc-s16179-c2-sunglasses.html
Black Half Rim Rectangle,5000,4000,SINGLE,John Jacobs,Extra Wide,Frame + Lens,e16354,JJ E16354,145 mm,59-17-145,Black,/john-jacobs-jj-e16354-c2-eyeglasses.html
Black Tortoise Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16752,VC S16752,137 mm,48-18-146,Black Tortoise,/vincent-chase-vc-s16752-c2-sunglasses.html
Tortoise Full Rim Wayfarer,6000,5000,₹6000,John Jacobs,Wide,,s16879,JJ S16879,140 mm,52-18-145,Tortoise,/john-jacobs-jj-s16879-c2-sunglasses.html
Pink Gold Full Rim Cat Eye,5000,4000,SINGLE,John Jacobs,Medium,Frame + Lens,e14128,JJ E14128,137 mm,53-17-145,Pink Gold,/john-jacobs-jj-e14128-c2-c2-eyeglasses.html
Blue Full Rim Round,1700,1200,SINGLE,Lenskart Air,Narrow,Frame + Lens,e16026,LA E16026,131 mm,48-18-145,Blue,/lenskart-air-la-e16026-c1-eyeglasses.html
Brown Tortoise Full Rim Clubmaster,6000,5000,₹6000,John Jacobs,Wide,,s16502,JJ S16502,141 mm,52-18-140,Brown Tortoise,/john-jacobs-jj-s16502-c2-sunglasses.html
Maroon Full Rim Hexagonal,6000,5000,₹6000,John Jacobs,Wide,,s16880,JJ S16880,141 mm,51-19-145,Maroon,/john-jacobs-jj-s16880-c2-sunglasses.html
Silver Black Full Rim Square,5000,4000,SINGLE,John Jacobs,Wide,Frame + Lens,t18522,JJ T18522,138 mm,53-17-140,Silver Black,/john-jacobs-jj-t18522-c1-full-rim-eyeglasses.html
Grey Transparent Full Rim Rectangle,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16030,LA E16030,137 mm,54-16-145,Grey Transparent,/lenskart-air-la-e16030-c2-eyeglasses.html
Brown Full Rim Round,1700,1200,SINGLE,Lenskart Air,Medium,Frame + Lens,e16351,LA E16351,136 mm,51-19-145,Brown,/lenskart-air-la-e16351-c1-eyeglasses.html
Gold Full Rim Cat Eye,2000,1500,SINGLE,Vincent Chase Polarized,Medium,,s16464,VC S16464,136 mm,54-17-142,Gold,/vincent-chase-vc-s16464-c2-sunglasses.html
Brown Tortoise Full Rim Round,5000,4000,SINGLE,John Jacobs,Wide,,s16635,JJ S16635,141 mm,48-22-140,,/john-jacobs-jj-s16635-c1-sunglasses.html
Matte Gold Full Rim Aviator,5000,4000,SINGLE,John Jacobs,Medium,,s11472l,JJ S11472L,137 mm,55-14-143,Matte Gold,/john-jacobs-jj-s11472l-c1-sunglasses.html
Yellow Transparent Full Rim Rectangle,1000,600,SINGLE,Hooper,8-12 yrs,,c1,HP S16087,126 mm,46-19-130,,/hooper-hp-s16087-c1-sunglasses.html
White Transparent Full Rim Wayfarer,2000,1500,SINGLE,Vincent Chase,Wide,,s16182,VC S16182,145 mm,54-18-145,White Transparent,/vincent-chase-vc-s16182-c3-sunglasses.html
